citta,nome,email,indirizzo,telefono,sito,amenity,cuisine
milano,Why not? bistrot,alex.pinnelli@tiscali.it,"Via Adriano 94, 20128 Milano",,,cafe,
milano,Élite cafè,tabaccheria.elitecafe@gmail.com,"Viale Lombardia 58, 20021 Bollate",,,cafe,
napoli,7farine,info@7farine.it,"Via Panoramica 32b,  Castellammare di Stabia",+39 081 8700366,https://www.7farinemenu.com,restaurant,pizza;italian
napoli,Bar Bossa,info@barbossa.it,"Via Piano del Principe 5, 80040 Poggiomarino",+39 0815 283138,http://www.barbossa.it,cafe,italian;coffee_shop;ice_cream
napoli,Bella Pizza,info@bellapizzapomigliano.it,"Via Passariello 94, 80038 Pomigliano d'Arco",+39 081 199 12797,https://www.bellapizzapomigliano.it/,restaurant,pizza
napoli,Caffè del Professore,info@ilverobardelprofessore.com,"Piazza Trieste e Trento 46, 80132 Napoli",+39 081 403041,https://ilverobardelprofessore.com/,cafe,
napoli,Cammarota Spritz,indirizzo@email.com,"Vico Lungo Teatro Nuovo 31, 80134 Napoli",+39 320 277 5687,https://www.cammarotaspritz.com,bar,
napoli,Casa Viscardi,casaviscardi@gmail.com,"Via Santa Brigida 57;58;59, 80132 Napoli",+39 081 5525400,http://www.marsuicafe.it,cafe,
napoli,Cycas,info@cycas.it,"Via lidi Miliscola 13,  Bacoli",+39 081 523 1660,https://www.cycas.it/,bar,
napoli,E' Guagliune,info@eguagliune.it,"Via Francesco Caiazzo 86, 80038 Pomigliano d'Arco",+39 081 884 2755,http://www.eguagliune.it/,restaurant,pizza;mediterranean;italian;regional
napoli,Fattoria Terranova Agriturismo,info@fattoriaterranova.it,Napoli,+39 081 5330234,https://www.fattoriaterranova.it/,restaurant,italian;italian_pizza
napoli,Fiorenzano,montesanto@fiorenzano.it,"Piazza Montesanto 6, 80134 Napoli",+39 081 552 0394,https://www.fiorenzano.it/,restaurant,pizza;regional
napoli,Gran Caffè Gambrinus,info@grancaffegambrinus.com,"Via Chiaia 1/2, 80121 Napoli",+39 081 417582,https://grancaffegambrinus.com/,cafe,italian;sandwich
napoli,"Ieri, Oggi, Domani",info@ierioggiedomani.it,"Via Nazionale 6, 80143 Napoli",+39 081 206717,https://www.ierioggiedomani.it,restaurant,pizza;italian
napoli,L'Approdo 1980,info@approdocapri.com,"Piazza Ferraro 8, 80073 Capri",+390818378990,http://www.ApprodoCapri.com,restaurant,regional;pizza;italian
napoli,Leone RistoBracePizza,clienti@leoneristorante.it,"Via Paolo Borsellino 188, 80025 Casandrino",+39 081 505 7103,https://www.leoneristorante.it/,restaurant,pizza;italian;regional;barbecue;mediterranean
napoli,marSuì cafè,info@marsuicafe.it,"Via Santa Brigida 20, 80132 Napoli",+39 081 5517990,http://www.marsuicafe.it,cafe,
napoli,Nu murzill' sapurito,numurzillsapurito@libero.it,"Vico Sergente Maggiore 47, 80132 Napoli",+39 081 402746,https://www.numurzillosapurito.it,restaurant,regional;italian;pizza
napoli,Number One,info@pizzerianumberone.it,"Via Paolo Borsellino 60, 80025 Casandrino",+39 081 505 2219,https://www.pizzerianumberone.it/,restaurant,pizza;italian;regional
napoli,Osteria n°5,info@osterianumerocinque.it,Napoli,+39 081 379 55 90,https://www.osterianumerocinque.it/,restaurant,pizza;regional;italian
napoli,Pizzaioli Veraci,info@pizzaioliveraci.com,"Vico Tre Re a Toledo 1, 80132 Napoli",+39 081 0209641,http://www.pizzaioliveraci.com,restaurant,pizza
napoli,Pizzeria 'Ntretella,info@pizzeriantretella.it,"Vico Maddalenella degli Spagnoli 19, 80132 Napoli",+39 081 427970,https://www.pizzeriantretella.it/,restaurant,pizza
napoli,Reginè,regine.napoli@libero.it,Napoli,+39 081 5628139,https://regineosteriapizzeria.it/,restaurant,pizza
napoli,Ristorante Vesum,5.0ristorazionesrl@gmail.com,"18, 80056 Ercolano",+39 081 7325011,https://www.vesum.it/,restaurant,pizza;italian;regional
napoli,Taralleria Napoletana,info@tarallerianapoletana.it,"Via San Biagio dei Librai 3,  Napoli",,https://www.tarallerianapoletana.it/,cafe,italian
napoli,Time Café,giuseppe.apicella@autogrill.net,Napoli,+39 081 200315,https://www.autogrill.com/,bar,
napoli,We Love Puro,info@welovepuro.it,Napoli,+39 081 7523602,http://welovepuro.it,cafe,crepe;italian;coffee_shop;ice_cream
napoli,Amabile,info@amabile.es,Napoli,+39 081 5625060,,restaurant,pizza
napoli,Caffetteria Cuore,cuoresrls@hotmail.com,"Via Santa Brigida 48, 80133 Napoli",+39 081 552 2659,,cafe,
napoli,Cuccuma Caffè,cuccumacaffenapoli@gmail.com,"Via San Giovanni Maggiore Pignatelli 1a, 80134 Napoli",+39 081 197 08586,,cafe,coffee_shop;cake
napoli,Filumé,filumebistrotnapoletano@gmail.com,"Piazza del Gesù Nuovo 31;32;33,  Napoli",,,,pizza;regional
napoli,Fratelli La Bufala,flb-mugnanoauchan@fratellilabufala.com,Napoli,+39 081 571 3233,,restaurant,pizza
napoli,i Tre Archi 2,pinotrearchi@alice.it,Napoli,+39 081 895 8058,,restaurant,pizza;regional;chicken;pasta
napoli,Il Farè,farepizza@hotmail.com,"Corso Domenico Cirillo 118, 80028 Grumo Nevano",+39 081 833 08 16,,restaurant,pizza;italian;regional
napoli,Il Miracolo,ilmiracolopizzeria@gmail.com,"Via Vicaria Vecchia 32/34,  Napoli",+39 081 1894 9596,,restaurant,italian;italian_pizza;pizza;regional
napoli,Il Rusticone,fourstarssrl@gmail.com,"Via Atellana 61, 80022 Arzano",+39 081 573 2759,,restaurant,pizza;italian;regional;chicken
napoli,Indovino,vineriaindovino@gmail.com,"Vico Latilla 9,  Napoli",+39 331 432 4122,,bar,
napoli,Kimiya Taste Hub,kimiyatastehub@gmail.com,"Via Carlo Alberto 65,  Napoli",+39 081 020 8740,,bar,
napoli,Kona - Ristorante Pizzeria,konaristorante@gmail.com,"Via dell'Osservatorio 14, 80056 Ercolano",+39 081 7773968,,restaurant,pizza
napoli,Nardones,nardones10@hotmail.it,"Via Nardone 10,  Napoli",+39 081 421467,,restaurant,regional;pizza
napoli,Pizza Express,peppinopizzaexpress@gmail.com,"Via Cavone 27, 80063 Piano di Sorrento",+39 081 1875 3461,,restaurant,pizza
napoli,Pizzeria Filumena Chicchinese,filumena.chicchinese@gmail.com,"Via Misericordiella 23/24, 80137 Napoli",+39 081 1857 3464,,restaurant,pizza
napoli,Pizzeria Le Sorelle Bandiera,info@lesorellebandiera.it,"Vico Cinquesanti 33,  Napoli",+39 081 444617,,restaurant,pizza;italian;regional
napoli,Pizzeria Pavia,pizzeriapavia1965@gmail.com,"Via Solitaria ,  Napoli",+39 081 764 5259,,fast_food,pizza
napoli,Sapureat,sapureat@gmail.com,"Corso Vittorio Emanuele III 163, 80027 Frattamaggiore",+39 081 1966 1298,,restaurant,pizza;fried_food;mediterranean;italian
roma,075,info@075roma.com,"Via dei Cerchi 65, 00186 Roma",+39 066875706,http://www.075roma.com/,cafe,
roma,A casa mia,info@acasamiaristoranteroma.com,"Via Roma Libera 5/7, 00153 Roma",+39065818340,http://www.acasamiaristoranteroma.com,restaurant,regional
roma,Accademia del Gusto 1990,info@1990accademiadelgusto.it,"Via dei Salentini 33, 00185 Roma",+39 06 4456289,https://www.1990accademiadelgusto.it,restaurant,
roma,Achilli Enoteca al Parlamento,achillialparlamento@achilli.restaurant,"Via dei Prefetti 15,  Roma",+39 06 6873446,https://achilli.restaurant,restaurant,italian
roma,Ad Hoc Piazza del popolo,info@ristoranteadhoc.com,"Via di Ripetta 43,  Roma",+39 06 3233040,https://www.ristoranteadhoc.com/,restaurant,italian
roma,Agustarello a Testaccio,agustarelloatestaccio@yahoo.com,"Via Giovanni Branca 98, 00153 Roma",+39 06 574 6585,https://agustarello-a-testaccio.jimdosite.com/,restaurant,italian;regional
roma,Al 39,info@ristoranteal39roma.com,"Via Palestro 39/a, 00185 Roma",+39 06 4441213,https://www.ristoranteal39.it/,restaurant,
roma,Al camoscio d'Abruzzo,info@trattoria-roma.it,"Via Castelfidardo 76, 00185 Roma",+39 06 4462183,http://trattoria-roma.it/,restaurant,
roma,Al grappolo d'oro,info@algrappolodoro.it,"Via Palestro 4, 00185 Roma",+39 06 4941441,https://www.algrappolodoro.it/,restaurant,
roma,Al Passetto di Borgo,alpassettodiborgo@yahoo.it,"Borgo Pio 60, 00193 Roma",+39 06 68803957,http://www.alpassettodiborgo.it,restaurant,italian
roma,al Picchio,info@ristorantealpicchio.it,"Via del Lavatore 40, 00187 Roma",+39066789926,https://www.ristorantealpicchio.it/,restaurant,italian;italian_pizza
roma,Al vecchio mulino,info@alvecchiomulinoroma.it,"Via Antonio Pacinotti 45, 00146 Roma",+39 06 5561740,http://www.alvecchiomulinoroma.it/,restaurant,
roma,Al Vialetto,alvialetto@libero.it,"Via dell'Acqua Bullicante 260, 00177 Roma",+39 06 24 14 394,http://www.alvialetto.it,restaurant,regional
roma,Alice Pizza,maximo@alicepizza.it,"Via Laurentina 865, 00143 Roma",+39 06 8705678,https://www.alicepizza.it/,restaurant,pizza
roma,All'oro,info@ristorantealloro.it,"Via del Vantaggio 14,  Roma",+39 06 97996907,https://www.ristorantealloro.it/,restaurant,italian
roma,Alla bracioleria,info@allabracioleria.it,"Via Volturno 38/a, 00185 Roma",+39 06 491778,https://www.allabracioleria.it/,restaurant,
roma,Alla Rampa dei Gracchi,info@allarampadeigracchi.com,"Via dei Gracchi 90, 00192 Roma",+39 06 322 1615,https://www.allarampadeigracchi.com/,restaurant,italian
roma,Amodei,info@bottegaamodei.it,"Via Principe Amedeo 7/b, 00185 Roma",+39 06 4823138,http://www.bottegaamodei.it,restaurant,italian
roma,Antica Trattoria Tritone,info@trattoriatritone.com,"Via dei Maroniti 1,  Roma",+39 06 6798181,http://www.trattoriatritone.com/,restaurant,italian
roma,Antico Arco,info@anticoarco.it,"Piazzale Aurelio 7, 00152 Roma",+39 06 5815274,https://www.anticoarco.it/,restaurant,italian
roma,Antico Forno a Testaccio,anticofornoatestaccio@yahoo.it,"Via Amerigo Vespucci 28, 00153 Roma",+39 06 5746280,https://www.anticofornotestaccio.com/,restaurant,italian;pizza;pasta
roma,Appia Antica Caffè,info@appiaanticacaffe.it,"Via Appia Antica 175, 00179 Roma",+39 06 89879575,https://www.appiaanticacaffe.it,cafe,coffee_shop;ice_cream;italian;regional;sandwich
roma,Ar Grottino der Traslocatore,argrottinodertraslocatore@hotmail.it,"Largo delle Sette Chiese 2, 00145 Roma",+39 06 514 1261,https://www.argrottinodertraslocatore.com/,restaurant,italian;regional
roma,Arco di San Calisto,arcodisancalisto@gmail.com,"Via dell'Arco di San Calisto 45,  Roma",+39 331 204 5150,https://www.ristorantearcodisancalisto.it/,restaurant,
roma,Armando al Pantheon,info@armadoalpantheon.it,"Salita de' Crescenzi 31,  Roma",+39 06 68803034,https://www.armandoalpantheon.it/,restaurant,italian
roma,Aromaticus,info@aromaticus.it,"Via Natale Del Grande 6/7, 00153 Roma",+390688798381,https://www.aromaticus-roma.com,restaurant,
roma,Asmara,info@ristoranteasmara.com,"Via Cernaia 36, 00185 Roma",,http://www.ristoranteasmara.com/,restaurant,african
roma,Ba'Ghetto,baghetto57@kosherinrome.it,"Via del Portico d'Ottavia 57, 00186 Roma",+39 06 68892868,http://www.kosherinrome.it,restaurant,jewish-italian
roma,Babette,babette@babetteristorante.it,"Via Margutta 1/d,  Roma",+39 0321 1559,www.babetteristorante.it,restaurant,italian;international;creative
roma,Baccano,info@baccanoroma.com,"Via delle Muratte 23, 00187 Roma",+39 06 6994 1166,https://www.baccanoroma.com/,restaurant,italian
roma,Baccio e i gradini,info@baccioeigradini.it,"Viale della Piramide Cestia 25, 00153 Roma",+39 3518823737,https://baccioeigradini.it/,restaurant,
roma,Bacco In Trastevere,baccointrastevere.shop@gmail.com,"Piazza di San Giovanni della Malva 14,  Roma",+39 389 948 4851,https://baccointrastevere.shop/,restaurant,regional;romana;tradisionale
roma,Bakery House,info@bakeryhouse.it,"Corso Trieste 157, 00198 Roma",+39 06 94377841,www.bakeryhouse.it,cafe,american;bagel;breakfast;cake;sandwich
roma,Barred,info@barred.it,"Via Cesena 30, 00182 Roma",+39 06 9727 3382,https://www.barred.it/,restaurant,italian
roma,Barrio Latino,info@ilbarriolatino.it,"Via Bernardino Alimena 10, 00173 Roma",+39 06 72631926,ilbarriolatino.it,nightclub,pizza
roma,Beef Bazaar,eventi@beefbazaar.com,"Via Germanico 136, 00192 Roma",+39 06 69402150,https://www.beefbazaar.it/,restaurant,barbecue;burger;italian;steak_house
roma,Binario 96,ristorantebinario96@gmail.com,"Via Nocera Umbra 96,  Roma",+39 06 78359207,https://www.ristorantebinario96.it/,restaurant,italian;pizza
roma,Biondo Grano,info@biondograno.com,"Via Guglielmo Mengarini 11a, 00149 Roma",+39 06 39754656,https://www.biondograno.com/,restaurant,pizza
roma,BioOsteria,bioosteria@casalepodererosa.org,Roma,+39 06 8271545,https://casalepodererosa.org/alimentazione/bioost02.html,restaurant,italian/organic
roma,Bistro by Linda,info@bistrobylinda.it,"Via Eleonora d'Arborea 15c,  Roma",+39 06 44244889,https://www.bistrobylinda.it/,restaurant,mexican
roma,Blu marino,info@ristoranteblumarino.it,"Via Terni 29;, 00182 Roma",,https://ristoranteblumarino.it/,restaurant,seafood
roma,Blue Room,info@blueroomcafe.it,"Via Paolo Albera 55, 00181 Roma",,https://www.blueroomcafe.it,cafe,coffee_shop
roma,Branca,info@wearebranca.com,"Via Merulana 36,  Roma",+39 06 8952 8967,https://www.wearebranca.com/,restaurant,coffee_shop;italian
roma,Buddha Smile,buddhasmileroma@gmail.com,"Via di Passo Lombardo 262, 00133 Roma",+39 06 72650435,https://www.buddhasmile.it/,restaurant,indian
roma,Buddy Veggy Restaurant Cafè,buddyitalianrestaurantcafe@gmail.com,"Corso Vittorio Emanuele Secondo 107, 00186 Roma",+3906 8772 8433,https://www.buddyroma.com/,restaurant,breakfast;burger;cake;coffee_shop;fine_dining;italian
roma,Caffè 104,info@caffe104.it,"Viale di Villa Pamphili 31, 00152 Roma",+39065814508,https://www.caffe104.it/,cafe,breakfast;cake;coffee_shop;donut;sandwich;tea
roma,Caffè delle Arti,info@caffedellearti.it,Roma,+39 06 32651236,https://www.caffedellearti.it/,restaurant,
roma,Caffè Letterario,info@caffeletterarioroma.it,"Via Ostiense 95, 00154 Roma",+39 06 57302842,https://caffeletterarioroma.it,cafe,
roma,Caffè Vergnano,design@caffevergnano.com,"Via Laurentina 865, 00143 Roma",+39 06 90236846,https://www.caffevergnano.com/,cafe,
roma,Canonica,lacanonicatrastevere@gmail.com,"Vicolo del Piede 13A, 00153 Roma",+39065803845,https://www.lacanonicaristorante.it,restaurant,italian
roma,Cantina e Cucina,info@cantinaecucina.it,"Via del Governo Vecchio 87, 00186 Roma",+39 06 689 2574,https://www.cantinaecucina.it/,restaurant,italian
roma,Cantine Cavour,info@cantinecavour.it,"Via Paolo Mercuri 21, 00193 Roma",+39 06 6889 2655,http://www.cantinecavour.it/,restaurant,italian;regional
roma,Capatoast,info@capatoast.it,"Via Laurentina 865, 00143 Roma",+39 06 87646898,https://capatoast.it/,restaurant,sandwich
roma,Capitolo IV,info@capitoloquartopizzeria.com,"Via Giovanni Censori 13, 00133 Roma",,https://www.capitoloquartopizzeria.com/,fast_food,pizza
roma,Casa Claudia Jazz and Garden,info@casaclaudia.it,"Via Nomentana 414, 00141 Roma",+39 06 86898839,https://www.casaclaudia.it/,restaurant,
roma,Casa Maria,ristorantecasamaria@gmail.com,"Piazza di Santa Maria Maggiore 13/b, 00185 Roma",+39 06 4827447,https://www.ristorantecasamaria.com/,restaurant,
roma,Casina dei Tre Laghi,casina.3laghi@libero.it,"Viale Oceania 90, 00144 Roma",+39 06 5924507,http://www.casinadeitrelaghi.com/,cafe,ice_cream
roma,Cencio la Parolaccia,info@cenciolaparolaccia.com,"Vicolo del Cinque 3, 00153 Roma",+39 06 580 3633,https://cenciolaparolaccia.it/,restaurant,italian
roma,Cesare,cesarrst@tin.it,"Via Crescenzio 13,  Roma",+39 06 6861227,https://www.ristorantecesare.com/,restaurant,italian
roma,Cesarina,ristorantecesarina@libero.it,"Via Piemonte 109, 00187 Roma",,http://www.ristorantecesarinaroma.it,restaurant,
roma,Chakra Cafè,info@chakracaferoma.com,"Piazza di Santa Rufina 13, 00152 Roma",+39 338 2917593,www.chakracaferoma.com,cafe,
roma,Checco dello Scapicollo,info@checcoscapicollo.com,"Via dei Genieri 5, 00143 Roma",+39 06 5010251,https://checcoscapicollo.com/,restaurant,regional;italian
roma,Chihana sushi restaurant,chihanaroma@gmail.com,"Via Marmorata 181, 00153 Roma",+39 06 4575 3440,https://chihanaroma.com/,restaurant,sushi
roma,Chinappi,chinappi@chinappi.it,"Via Augusto Valenziani 19,  Roma",+39 06 4742456,https://www.chinappi.it/,restaurant,italian
roma,Cicilardone a Monte Crauso,cicilardone.montecaruso@gmail.com,"Via Farini 12, 00185 Roma",+39 06 483549,https://www.cicilardone.com/,restaurant,
roma,Ciclostazione Frattini,info@ciclostazionefrattini.it,"Via Pietro Frattini 136, 00149 Roma",+39 065503707,https://www.ciclostazionefrattini.it/,restaurant,italian
roma,CiPASSO Bistrot,cipasso.roma@gmail.com,"Via Metastasio 21, 00186 Roma",+39 06 68892620,https://www.cipassoitalia.it/,restaurant,
roma,Circolo Vittorio,eventi@vittorioroma.com,"Via Foscolo 30, 00185 Roma",+39 06 44207729,https://www.vittorioroma.com,restaurant,
roma,Circè,circeromaristorante@gmail.com,"Via Nomentana 1218, 00137 Roma",+39 06 8543278,https://www.circeroma.it/,restaurant,
roma,Ciro Purpetta,info@ciropurpetta.it,"Via Goito 13, 00185 Roma",+39 06 92597680,https://www.ciropurpetta.it/,restaurant,
roma,Clemente Alla Maddalena,info@lamaddalenaroma.com,"Piazza della Maddalena 10, 00186 Roma",+39 06 87672469,http://www.lamaddalenaroma.com,restaurant,italian
roma,Coinbar Roma – Barberini,info@coinbar.io,"Via Barberini 34, 00187 Roma",,https://coinbar.io/,cafe,
roma,Coming Out,info@comingout.it,"Via di S. Giovanni in Laterano 8,  Roma",+39 06 700 9871; +39 351 955 7072,https://www.comingout.it/,restaurant,
roma,Comparone,ilcomparone@gmail.com,"Piazza in Piscinula 42/50,  Roma",+39 065816249,http://www.comparone.it,cafe,
roma,Crazy Pizza,rome@crazypizza.com,"Via Vittorio Veneto 167, 00187 Roma",+39 064404417,https://crazypizza.com/rome/,restaurant,pizza
roma,Crispi 19,crispi19@hotmail.it,"Via Francesco Crispi 19,  Roma",+39 06 6785904,https://ristorantecrispi19.com/,restaurant,italian
roma,Crudop wine bar,info@crudop.it,"Via Tuscolana 896,  Roma",+39 06 7690 9916,https://www.crudop.it/,restaurant,seafood
roma,Cul de Sac,enoteca.culdesac@libero.it,"Piazza di Pasquino 73,  Roma",+39 06 68801094,http://www.enotecaculdesac.com,restaurant,
roma,D'Amore,barpasticceriadamore@gmail.com,"Via dello Statuto 37/b, 00185 Roma",+39 06 44363205,https://pasticceria-damore.com,cafe,
roma,Da Bucatino,info@dabucatino.it,"Via Luca della Robbia 84;86, 00153 Roma",+39 065746886,https://www.dabucatino.it/,restaurant,italian;italian_pizza
roma,Da Francesco,info@dafrancesco.it,"Piazza del Fico 29, 00186 Roma",+39 06 686 4009,https://www.dafrancesco.it,restaurant,pasta
roma,Da Nazzareno,da.nazzareno@tiscali.it,"Via Magenta 37, 00185 Roma",+39 06 4957782,http://www.danazzareno.com/,restaurant,
roma,Da Trani,info@ristorantedatrani.it,"Via Genova 20, 00184 Roma",+39 06 4881396,http://www.ristorantedatrani.com/,restaurant,italian
roma,Dai toscani,ristorante@daitoscani.it,"Via Forlì 41, 00161 Roma",+39 06 44231302,https://www.daitoscani.com/,restaurant,
roma,Dal Marchigiano,info@ristorantepizzeriadalmarchigiano.it,Roma,+39 06 5050203,http://www.ristorantepizzeriadalmarchigiano.it,restaurant,
roma,dal pallarolo 1936,info@dalpollarolo1936.it,"Via di Ripetta 4/5, 00186 Roma",+39 06 321 2754; +39 06 361 0276,https://www.dalpollarolo1936.it/,restaurant,italian;italian_pizza
roma,Dar Poeta Al Casale,ilcasale@darpoeta.com,Roma,+39 06 789893,http://ilcasale.darpoeta.com/,restaurant,italian
roma,Dar sor Olimpio al Drago,sorolimpioaldrago@gmail.com,Roma,+39 339 885 7574,https://sorolimpioaldrago.it/ristorante/,restaurant,
roma,DEROMA,ciao@deromamor.com,"Via Poli 27, 00187 Roma",+390669369190,https://www.deromamor.com/,restaurant,italian;salad;pasta;grill;pizza
roma,Dispensa Emilia,servizioclienti@dispensaemilia.it,"Via Laurentina 865, 00143 Roma",+39 06 32092869,https://www.dispensaemilia.it/it/,restaurant,
roma,Domenico dal 1968,info@domenicodal1968.it,"Via Satrico 23/25,  Roma",+39 06 70494602,https://www.domenicodal1968.it/,restaurant,italian
roma,Domò Sushi,domopariolisrl@gmail.com,"Via Novara 21, 00198 Roma",+39 06 4425 4635;+39 3664576219,https://www.domosushi.it/,restaurant,japanese;sushi
roma,Don Pepe,info@ristorantedonpepe.it,"Lungomare Paolo Toscanelli 125, 00121 Roma",+39 06 5672408,https://www.donpepeostia.it/,restaurant,
roma,Doppio Malto,maximo@doppiomalto.com,"Via Laurentina 865, 00143 Roma",+39 06 83986029,https://www.doppiomalto.com/,restaurant,
roma,Dosaggio Zero,info@dosaggiozero.net,"Via Renato Simoni 52, 00157 Roma",+39 0694376071,https://dosaggiozero.net/,restaurant,
roma,Eataly Roma,accoglienzaroma@eataly.it,"Piazzale XII Ottobre 1492 , 00100 Roma",+39 06 90279201,https://www.eataly.net/it_it/negozi/roma/,restaurant,italian
